,0,1,2,3,4
103,-9.7,-3.1061943,-456.3943,-0.4785128,-2733.124
104,-9.6,-1.9771007,-438.94318,-1.2869154,-2649.091
105,-9.5,-0.5258341,-422.20157,0.7406327,-2567.602
106,-9.4,0.49437523,-405.72287,0.85137373,-2486.4966
107,-9.3,0.84280217,-388.69086,-0.70032877,-2407.6929
108,-9.2,2.2184842,-373.17535,0.2832534,-2331.4873
109,-9.1,2.5742278,-357.81796,1.1162287,-2255.45
110,-9.0,3.250136,-342.60596,-0.7607639,-2182.0312
111,-8.9,4.2225976,-328.82544,-1.1053952,-2109.6707
112,-8.8,5.275022,-314.29404,0.4682354,-2039.3989
113,-8.7,6.2001534,-301.1616,-0.02020995,-1970.5063
114,-8.6,6.299547,-287.11002,-0.8280205,-1902.9093
115,-8.5,6.8170204,-274.43668,-0.22856916,-1837.7593
116,-8.4,7.2905216,-261.9059,0.76376873,-1773.3146
117,-8.3,7.3382373,-249.64182,-0.21817257,-1710.7977
118,-8.2,7.925053,-238.02553,-1.0440034,-1648.9102
119,-8.1,7.675941,-226.79236,0.29373267,-1589.6213
120,-8.0,7.913477,-215.68669,1.032697,-1530.7467
121,-7.9,7.737337,-205.79546,-0.021722369,-1474.1874
122,-7.8,7.797477,-195.47565,-1.4091215,-1418.3125
123,-7.7,7.286157,-184.9141,0.79513836,-1364.3022
124,-7.6,7.3550186,-175.24205,0.709257,-1312.0223
125,-7.5,6.9844255,-166.3871,-0.32565305,-1260.2046
126,-7.4,7.021277,-157.70456,-0.77310735,-1210.4602
127,-7.3,5.75499,-148.63277,-0.1783746,-1161.9156
128,-7.2,5.5919623,-140.15735,0.650394,-1114.6145
129,-7.1,5.3173428,-132.71017,0.3683866,-1068.528
130,-7.0,4.604824,-124.66556,-1.3085577,-1024.3163
131,-6.9,3.8461053,-117.62147,-0.17888737,-980.50836
132,-6.8,3.0002992,-110.52964,1.0226018,-938.38635
133,-6.7,2.4239054,-103.889725,1.008211,-897.20435
134,-6.6,1.7879587,-97.118,-0.11669739,-857.1664
135,-6.5,1.6178949,-90.99795,-1.221198,-819.31866
136,-6.4,1.1560456,-84.97842,0.1673585,-780.9684
137,-6.3,-0.1661462,-79.62664,1.0341069,-745.2218
138,-6.2,-0.6289977,-73.87083,1.0527115,-710.22156
139,-6.1,-0.7743776,-69.00085,-0.2494446,-675.8732
140,-6.0,-1.4653761,-63.53033,-1.3322061,-643.4355
141,-5.9,-2.3939714,-59.788116,-0.02113267,-610.642
142,-5.8,-2.9940555,-55.022343,0.7481427,-580.3313
143,-5.7,-3.533536,-50.22643,0.85069716,-550.1227
144,-5.6,-3.1276782,-46.77702,0.41903242,-521.73987
145,-5.5,-3.5204928,-42.803013,-0.831836,-494.0048
146,-5.4,-3.796166,-39.607178,-0.51368266,-467.10788
147,-5.3,-4.5675373,-35.68285,0.028942036,-441.97812
148,-5.2,-4.728453,-33.20316,0.6200511,-417.2194
149,-5.1,-4.910445,-29.65503,0.5612974,-393.11768
150,-5.0,-5.001876,-26.81302,0.13346577,-369.7359
151,-4.9,-5.085657,-24.75062,-0.9685039,-348.06107
152,-4.8,-4.6671934,-22.314095,-0.45683807,-326.77625
153,-4.7,-4.4964743,-19.674938,0.14646833,-306.78973
154,-4.6,-4.301757,-17.923624,1.180958,-286.5282
155,-4.5,-4.4626465,-15.970787,1.0508353,-268.54105
156,-4.4,-4.1737833,-14.076341,0.14013977,-250.31688
157,-4.3,-3.8355644,-12.290537,-0.16325265,-233.94672
158,-4.2,-4.1419473,-10.544479,-0.9448554,-217.33737
159,-4.1,-3.6458287,-9.015544,-0.4543217,-201.61055
160,-4.0,-3.5016537,-7.661425,0.16181546,-186.55782
161,-3.9,-2.426738,-7.098112,0.92705894,-172.69998
162,-3.8,-2.7749531,-5.41047,0.9020085,-159.5477
163,-3.7,-1.6124833,-5.0998993,0.65238184,-146.72662
164,-3.6,-1.1938143,-3.8558662,0.73044217,-134.80089
165,-3.5,-1.5630751,-3.5601683,-0.48680395,-123.5762
166,-3.4,-0.94980854,-3.149189,-0.6123165,-113.09062
167,-3.3,-0.15938427,-1.8752791,-1.4384048,-102.86407
168,-3.2,-0.34978506,-2.111124,-0.8634919,-93.57123
169,-3.1,-0.0030824,-1.6728348,-0.50250447,-84.69131
170,-3.0,0.5664102,-0.7634434,0.8185327,-75.904465
171,-2.9,0.81535506,-1.2124565,1.2680781,-68.30652
172,-2.8,1.3242774,-0.13573107,0.7579003,-60.862495
173,-2.7,1.2343941,-0.82680565,0.91533536,-54.096695
174,-2.6,1.2742556,-0.2699156,0.2912269,-47.870518
175,-2.5,1.8830471,-0.39457795,-0.04610214,-41.87513
176,-2.4,1.7806708,0.33030918,-0.102032065,-36.945023
177,-2.3,1.7601457,0.12059815,-0.6280085,-31.752863
178,-2.2,1.9636824,0.10868752,-1.3147818,-26.961967
179,-2.1,2.2224844,0.36768505,-0.5898666,-22.821384
180,-2.0,2.2465377,0.023303907,-0.5476358,-19.19787
181,-1.9,2.1254013,-0.091479294,-0.2350817,-15.565376
182,-1.8,1.6098497,-0.43630728,-0.5344183,-12.887407
183,-1.7,1.7659713,-0.12732674,-0.22707243,-9.878342
184,-1.6,1.2776097,0.04650496,0.5206903,-7.478356
185,-1.5,1.7974633,0.12374287,0.70216423,-5.1110706
186,-1.4,1.4078274,0.4556115,1.3483913,-3.1805196
187,-1.3,0.9819155,-0.10765344,1.3083564,-1.9528669
188,-1.2,1.3993628,0.9525455,1.0962846,0.06680322
189,-1.1,1.2396573,0.8939731,0.9567483,1.0409507
190,-1.0,0.56550586,0.94019103,0.9250815,1.9424646
191,-0.9,0.99662256,1.3720487,0.65009993,2.7101696
192,-0.8,1.0511626,1.4288892,0.59424603,3.7046978
193,-0.7,0.3716354,2.327161,0.28255698,4.2821546
194,-0.6,0.059203807,3.2375982,0.82057387,4.337727
195,-0.5,0.23291686,3.6028547,-0.21689624,4.935495
196,-0.4,-0.0026885523,3.8912024,0.50277567,5.1562505
197,-0.3,-0.055677153,4.7786155,0.4992099,5.022742
198,-0.2,0.33885023,6.2907076,0.017924853,5.4217753
199,-0.1,0.508587,6.488229,-0.15793483,5.2542
200,2.842171e-13,-0.33836216,7.620886,-0.38437003,4.6996055
201,0.1,-0.013771189,9.174635,-0.40644953,5.0822997
202,0.2,-0.21328416,11.031628,0.37982222,5.142205
203,0.3,0.046285383,12.434419,0.2505143,4.774166
204,0.4,0.31247064,13.943142,-0.18070748,5.0177035
205,0.5,0.3102743,15.649481,0.026200496,5.5021763
206,0.6,0.7950717,17.410326,0.6975846,5.5374503
207,0.7,0.42406565,19.368616,0.10977642,5.946908
208,0.8,0.2803717,22.0697,0.61836976,6.474406
209,0.9,0.7497327,24.614815,1.1306976,7.5906076
210,1.0,0.90765136,26.625572,0.674852,8.381323
211,1.1,0.80238116,30.133562,0.46878234,9.068058
212,1.2,0.6783307,32.942066,1.2448986,10.431272
213,1.3,0.9680128,35.787354,0.83485854,11.228251
214,1.4,1.7143201,39.21307,0.8032034,13.639877
215,1.5,1.3169773,42.782806,0.76577455,14.741078
216,1.6,1.1084346,46.879288,0.5919225,16.921362
217,1.7,2.1618152,50.832973,-0.20315965,19.390097
218,1.8,1.7635357,54.581604,-0.25328487,22.734264
219,1.9,2.230873,59.16829,-0.4509014,25.172606
220,2.0,1.6498588,63.6669,-0.5643076,28.903181
221,2.1,2.1162076,68.90621,-1.3805616,32.977474
222,2.2,1.6692327,73.690384,-0.68879217,37.175873
223,2.3,1.3809929,79.87123,-0.6930337,41.512344
224,2.4,1.8856325,84.81615,-0.75472015,46.4091
225,2.5,1.6193099,91.409485,-0.19705373,51.690166
226,2.6,1.1147306,97.02807,-0.0045455755,57.75765
227,2.7,1.4028288,103.41432,0.6721857,63.812607
228,2.8,0.90719986,110.79418,0.8741838,70.44232
229,2.9,0.97105736,117.55105,0.92013323,78.108894
230,3.0,0.7685025,125.48624,0.17997998,85.6632
231,3.1,-0.18216589,132.37721,-0.041534204,94.50978
232,3.2,-0.6762002,140.93082,-0.7586654,103.137474
233,3.3,-0.04961629,148.76099,-0.97713655,113.17651
234,3.4,-0.9606475,157.56847,-0.51396674,122.90822
235,3.5,-1.7159283,166.24315,-0.74186134,133.32603
236,3.6,-1.5771745,175.69548,0.37397757,145.10306
237,3.7,-2.0385628,185.67569,0.6332489,157.0026
238,3.8,-2.0995944,195.21878,0.47362456,169.46474
239,3.9,-2.4137535,205.57124,0.6290365,183.19969
240,4.0,-3.286465,216.08334,-0.6576949,196.65643
241,4.1,-3.7480214,226.52765,-0.8553114,211.2797
242,4.2,-3.965599,238.49098,-0.9716288,227.56926
243,4.3,-3.927403,250.1569,-0.002487803,243.82352
244,4.4,-4.1910253,261.91574,0.954219,260.72583
245,4.5,-4.6198916,274.33887,0.5100034,278.01083
246,4.6,-4.651612,287.35614,0.34711897,297.39975
247,4.7,-4.6925454,301.16376,-0.133205,316.24026
248,4.8,-4.5779924,314.52267,-0.71248317,336.53683
249,4.9,-4.401174,328.89325,-1.0259957,358.37262
250,5.0,-5.1938205,343.48068,-0.6293895,380.2773
251,5.1,-4.8937097,358.38657,1.1874148,403.04227
252,5.2,-4.603374,373.60425,0.7891303,427.12326
253,5.3,-4.6882944,389.0062,0.43439466,451.86795
254,5.4,-4.6622005,404.95422,-0.9758855,477.7251
255,5.5,-4.180893,421.5007,-1.1775008,503.70663
256,5.6,-3.9336197,438.64682,-0.087780096,531.5797
257,5.7,-3.3407133,456.67508,0.622638,560.7171
258,5.8,-2.6678443,475.0002,0.6388216,590.56573
259,5.9,-1.875457,493.05182,0.0036217605,620.9702
260,6.0,-1.5262688,512.199,-0.5726609,652.56635
261,6.1,-1.5212814,531.72217,-0.60304904,685.5726
262,6.2,-0.7669264,551.44543,0.6030333,719.49023
263,6.3,0.371644,571.8509,1.1339655,754.98584
264,6.4,0.6049478,592.64307,-0.31228158,791.11456
265,6.5,1.1456178,614.1979,-1.153391,828.48596
266,6.6,2.4265277,636.1486,-0.73084855,867.8426
267,6.7,3.064364,658.608,0.8219601,907.23944
268,6.8,3.8234093,681.212,0.44499427,948.4145
269,6.9,3.8669746,704.6768,-0.48628575,990.48773
270,7.0,4.9739723,729.29736,-1.4299364,1033.5433
271,7.1,5.5307364,753.4354,0.08862868,1079.2262
272,7.2,5.8671217,778.2667,1.3288574,1125.092
273,7.3,5.8459277,804.47034,-0.19049537,1171.9788
274,7.4,6.8067455,830.94116,-1.1424893,1220.6909
275,7.5,6.626149,857.547,0.08202634,1271.1135
276,7.6,6.999208,884.6664,1.3824575,1321.6896
277,7.7,7.4241548,912.42883,0.79183704,1374.5322
278,7.8,8.060965,941.03937,-0.54333866,1428.5626
279,7.9,7.557535,970.4847,-0.3667058,1484.1793
280,8.0,8.3417225,1000.0625,1.021391,1540.6853
281,8.1,7.667426,1030.4971,-0.06482999,1599.2982
282,8.2,7.904937,1060.982,-0.6035246,1659.3949
283,8.3,7.5874634,1092.366,0.20125574,1719.9912
284,8.4,7.5780845,1124.4254,1.0118105,1782.8768
285,8.5,6.382874,1157.8779,-0.4291622,1847.8549
286,8.6,6.619584,1190.7319,-0.63958305,1913.0515
287,8.7,5.58141,1224.9019,-0.018317133,1980.1208
288,8.8,4.670463,1259.7478,0.9478883,2048.9336
289,8.9,4.845704,1295.3699,-1.0258881,2120.3335
290,9.0,3.716007,1330.6362,-0.13311808,2191.6099
291,9.1,2.6635025,1367.3478,0.6094363,2265.7388
292,9.2,1.702104,1404.7878,0.23466668,2341.1436
293,9.3,0.82949674,1443.242,-1.2730753,2417.7383
294,9.4,0.4707634,1481.5331,0.8601645,2496.544
295,9.5,-0.71414477,1520.5084,0.44549745,2577.3352
296,9.6,-1.4078914,1560.4625,-0.8107833,2659.3643
297,9.7,-2.818241,1601.9751,0.2614357,2743.1882
298,9.8,-3.5570338,1643.0364,1.0560461,2828.3928
299,9.9,-4.969179,1685.1294,-0.7960205,2915.8699
300,10.0,-5.1745434,1728.0076,-0.9574456,3004.7827
301,10.1,-6.356441,1771.1162,1.3276501,3095.6187
302,10.2,-7.4245863,1815.7295,-0.5447172,3188.4316
303,10.3,-7.7776947,1861.0876,-1.1514391,3283.1252
304,10.4,-8.465444,1907.1176,1.084182,3379.3994
305,10.5,-9.089653,1953.014,-0.55551803,3477.9204
306,10.6,-9.670723,1999.9073,-1.0171984,3578.0315
307,10.7,-10.542509,2048.2505,0.8481653,3680.0337
308,10.8,-10.884238,2097.3423,-0.6972207,3783.8333
309,10.9,-10.451209,2147.0317,-0.9866335,3889.9846
310,11.0,-10.790709,2196.6877,1.0292387,3998.267
311,11.1,-11.497813,2248.4656,-0.30572546,4107.7236
312,11.2,-11.161884,2300.02,0.18707742,4219.7183
313,11.3,-10.312147,2352.3235,0.7487536,4334.141
314,11.4,-10.9208975,2405.6316,-0.71956444,4449.5625
315,11.5,-9.968148,2460.4658,0.5881283,4567.4385
316,11.6,-9.750789,2515.8005,0.8743138,4687.424
317,11.7,-8.948103,2571.233,-0.63783693,4809.6904
318,11.8,-8.128683,2628.213,0.7908785,4934.223
319,11.9,-7.0662384,2685.4644,-0.4337927,5060.912
320,12.0,-6.216965,2743.5588,-0.18202199,5189.1675
321,12.1,-5.4631505,2803.7048,0.5531367,5319.3057
322,12.2,-4.40414,2863.7483,-1.2402493,5452.8013
323,12.3,-3.6637707,2923.8552,0.31273663,5587.312
324,12.4,-2.0636523,2985.747,0.49262694,5725.151
325,12.5,-0.4550346,3049.0396,-0.9143503,5864.332
326,12.6,0.59159327,3112.1223,1.2878083,6005.755
327,12.7,1.4792508,3176.4805,-0.91715455,6149.8545
328,12.8,2.623952,3242.1228,0.19602233,6296.7656
329,12.9,4.7033052,3307.6772,0.039790362,6445.1484
330,13.0,5.005551,3374.6968,-0.26166388,6595.658
331,13.1,6.47002,3443.095,1.2638671,6748.8315
332,13.2,8.124203,3512.305,-1.4128343,6904.683
333,13.3,8.471415,3581.6213,1.2866763,7063.005
334,13.4,10.076148,3652.0715,-0.076313116,7223.808
335,13.5,10.900008,3723.8564,0.3130961,7386.58
336,13.6,11.819046,3796.251,-0.11063026,7551.702
337,13.7,12.247876,3869.5999,-0.8160941,7718.7837
338,13.8,12.965761,3944.1238,0.50703347,7889.043
339,13.9,13.9929695,4019.9016,-0.54379344,8062.134
340,14.0,13.379356,4096.2646,1.4312657,8236.948
341,14.1,14.128196,4172.782,-0.9586403,8414.543
342,14.2,13.755952,4251.9536,0.38845566,8594.457
343,14.3,14.397862,4330.759,-0.12806788,8777.763
344,14.4,13.467128,4410.844,0.27922887,8962.63
345,14.5,13.913836,4492.3716,0.11922194,9150.957
346,14.6,12.859591,4574.313,-0.7590497,9341.483
347,14.7,12.475037,4657.7803,0.31824172,9534.893
348,14.8,11.299887,4741.8755,-0.4824014,9730.621
349,14.9,10.646704,4826.4883,0.8743446,9928.873
350,15.0,9.296435,4912.952,-0.8678504,10130.21
351,15.1,9.067701,5000.18,0.6137948,10333.998
352,15.2,7.835424,5088.826,-0.8150705,10540.114
353,15.3,6.3616743,5177.832,1.2638443,10750.13
354,15.4,4.3042593,5268.14,-1.0118077,10962.227
355,15.5,3.154729,5359.4653,1.1136894,11176.188
356,15.6,2.1240344,5451.3657,-0.86994845,11394.145
357,15.7,0.47342768,5545.051,1.378364,11614.656
358,15.8,-1.0196803,5639.389,-1.4237651,11838.203
359,15.9,-2.6119306,5735.72,0.9253254,12063.562
360,16.0,-4.343532,5831.7476,-1.277935,12292.755
361,16.1,-6.514492,5930.0586,1.432941,12524.676
362,16.2,-7.2210593,6028.7686,-1.4063382,12759.439
363,16.3,-9.448899,6128.357,1.0607748,12997.455
364,16.4,-10.688494,6229.778,-0.5419166,13238.025
365,16.5,-11.497526,6331.8125,0.70398164,13481.282
366,16.6,-12.668758,6434.602,-1.057994,13728.2295
367,16.7,-13.487901,6538.785,1.0130781,13977.218
368,16.8,-14.636213,6644.9717,-0.55991864,14229.587
369,16.9,-16.160173,6751.176,0.032269355,14485.604
370,17.0,-15.944189,6859.2256,-0.44331402,14743.732
